Form ID	Name	Editor Name	Value	Weight
040283E7	Hallowed Stalhrim Sword	DLC2EnchStalhrimSwordTurn04	720	14
040283C0	Hallowed Stalhrim War Axe	DLC2EnchStalhrimWarAxeTurn04	865	16
04028399	Hallowed Stalhrim Warhammer	DLC2EnchStalhrimWarhammerTurn04	1725	29
020067CF	Harkon's Sword	DLC1HarkonsSword	75	9
000BE25E	Headsman's Axe	ExecutionerAxe	15	11
000F9648	Herebane's Courage	dunRRHerebanesCourage	235	13
0010076D	Hevnoraak's Staff	dunValthumeDragonPriestStaff	25	8
00068976	Hjalti's Sword	FreeformOldHroldanBSword	13	12
040179C9	Hoarfrost	DLC2dunKolbjornRalisPickaxe	500	10
0001DFD4	Holy Daedric Battleaxe	EnchDaedricBattleaxeTurn06	2750	27
0001DFFC	Holy Daedric Bow	EnchDaedricBowTurn06	875	18
0001E0E7	Holy Daedric Dagger	EnchDaedricDaggerTurn06	500	6
00028D92	Holy Daedric Greatsword	EnchDaedricGreatswordTurn06	2500	23
00028E76	Holy Daedric Mace	EnchDaedricMaceTurn06	1750	20
00029560	Holy Daedric Sword	EnchDaedricSwordTurn06	1250	16
00029597	Holy Daedric War Axe	EnchDaedricWarAxeTurn06	1500	18
000295BF	Holy Daedric Warhammer	EnchDaedricWarhammerTurn06	4000	31
000BF3F4	Holy Ebony Battleaxe	EnchEbonyBattleaxeTurn06	1585	26
000BF41D	Holy Ebony Bow	EnchEbonyBowTurn06	504	16
000BF444	Holy Ebony Dagger	EnchEbonyDaggerTurn06	290	5
0001CECD	Holy Ebony Greatsword	EnchEbonyGreatswordTurn06	1440	22
0001D4D4	Holy Ebony Mace	EnchEbonyMaceTurn06	1000	19
0001D8AA	Holy Ebony Sword	EnchEbonySwordTurn06	720	15
0001DB71	Holy Ebony War Axe	EnchEbonyWarAxeTurn06	865	17
0001DD1B	Holy Ebony Warhammer	EnchEbonyWarhammerTurn06	1725	30
0402849F	Holy Stalhrim Battleaxe	DLC2EnchStalhrimBattleaxeTurn06	1585	25
04028481	Holy Stalhrim Bow	DLC2EnchStalhrimBowTurn06	504	15
0402845A	Holy Stalhrim Dagger	DLC2EnchStalhrimDaggerTurn06	290	4.5
04028433	Holy Stalhrim Greatsword	DLC2EnchStalhrimGreatswordTurn06	1440	21
0402840C	Holy Stalhrim Mace	DLC2EnchStalhrimMaceTurn06	1000	18
040283E5	Holy Stalhrim Sword	DLC2EnchStalhrimSwordTurn06	720	14
040283BE	Holy Stalhrim War Axe	DLC2EnchStalhrimWarAxeTurn06	865	16
04028397	Holy Stalhrim Warhammer	DLC2EnchStalhrimWarhammerTurn06	1725	29
0005BF12	Honed Ancient Nord Battle Axe	DraugrBattleAxeHoned	50	25
000DDD64	Honed Ancient Nord Battle Axe of Cold	EnchDraugrBattleAxeHonedFrost01	50	25
000DDD65	Honed Ancient Nord Battle Axe of Frost	EnchDraugrBattleAxeHonedFrost02	50	25
000DDD66	Honed Ancient Nord Battle Axe of Ice	EnchDraugrBattleAxeHonedFrost03	50	25
0005BF13	Honed Ancient Nord Greatsword	DraugrGreatswordHoned	63	21
00106252	Honed Ancient Nord Greatsword of Burning	EnchDraugrGreatswordHonedFire02	23	21
000DDD67	Honed Ancient Nord Greatsword of Cold	EnchDraugrGreatswordHonedFrost01	63	21
000DDD68	Honed Ancient Nord Greatsword of Frost	EnchDraugrGreatswordHonedFrost02	63	21
000DDD69	Honed Ancient Nord Greatsword of Ice	EnchDraugrGreatswordHonedFrost03	63	21
000F494C	Honed Ancient Nord Greatsword of Scorching	EnchDraugrGreatswordHonedFire03	63	21
0005BF14	Honed Ancient Nord Sword	DraugrSwordHoned	23	15
000DDD6A	Honed Ancient Nord Sword of Cold	EnchDraugrSwordHonedFrost01	23	15
000DDD6B	Honed Ancient Nord Sword of Frost	EnchDraugrSwordHonedFrost02	23	15
000DDD6C	Honed Ancient Nord Sword of Ice	EnchDraugrSwordHonedFrost03	23	15
000DDD6E	Honed Ancient Nord War Axe of Frost	EnchDraugrWarAxeHonedFrost02	27	16
000DDD6F	Honed Ancient Nord War Axe of Ice	EnchDraugrWarAxeHonedFrost03	27	16
0005BF15	Honed Draugr War Axe	DraugrWarAxeHoned	27	16
0006F6FF	Honed Falmer Sword	FalmerSwordHoned	205	18
0006F700	Honed Falmer War Axe	FalmerWarAxeHoned	245	21
04026490	Horksbane	DLC2Horksbane	250	14
0006E03C	Hunting Bow	TrapDweBallistaWeaponR01	5	4
0006DEC0	Hunting Bow	TrapDweBallistaWeaponM01	5	4
0010E2DD	Hunting Bow	FollowerHuntingBow	50	7
00013985	Hunting Bow	HuntingBow	50	7
020037E5	Hunting Bow	DLC1TrapCrossbowWeapon01	5	4
0201075E	Hunting Bow	DLC1TrapCrossbowWeapon02	5	4
0201075F	Hunting Bow	DLC1TrapCrossbowWeapon03	5	4
02010760	Hunting Bow	DLC1TrapCrossbowWeapon04	5	4
02010761	Hunting Bow	DLC1TrapCrossbowWeapon05	5	4
02010762	Hunting Bow	DLC1TrapCrossbowWeapon06	5	4
000A7350	Hunting Bow of Arcing	EnchHuntingBowShock02	50	7
000A7354	Hunting Bow of Binding	EnchHuntingBowSoulTrap03	50	7
000A7343	Hunting Bow of Burning	EnchHuntingBowFire2	50	7
000A7348	Hunting Bow of Chills	EnchHuntingBowFrost01	50	7
000A7346	Hunting Bow of Cowardice	EnchHuntingBowFear2	50	7
000A734D	Hunting Bow of Diminishing	EnchHuntingBowMagicka03	50	7
000A7345	Hunting Bow of Dismay	EnchHuntingBowFear1	50	7
000A734C	Hunting Bow of Draining	EnchHuntingBowMagicka02	50	7
0009CAF3	Hunting Bow of Embers	EnchHuntingBowFire1	50	7
000A7355	Hunting Bow of Fatigue	EnchHuntingBowStamina01	50	7
000A7347	Hunting Bow of Fear	EnchHuntingBowFear3	50	7
000A7349	Hunting Bow of Frost	EnchHuntingBowFrost02	50	7
000A734A	Hunting Bow of Ice	EnchHuntingBowFrost03	50	7
000A734B	Hunting Bow of Sapping	EnchHuntingBowMagicka01	50	7
000A7344	Hunting Bow of Scorching	EnchHuntingBowFire3	50	7
000A7351	Hunting Bow of Shocks	EnchHuntingBowShock03	50	7
000A7353	Hunting Bow of Soul Snares	EnchHuntingBowSoulTrap02	50	7
000A7352	Hunting Bow of Souls	EnchHuntingBowSoulTrap01	50	7
000A734F	Hunting Bow of Sparks	EnchHuntingBowShock01	50	7
000A7357	Hunting Bow of Torpor	EnchHuntingBowStamina03	50	7
000A7356	Hunting Bow of Weariness	EnchHuntingBowStamina02	50	7
0007A91B	Illusion Staff	StaffTemplateIIllusion	5	8
000E7A31	Illusory War Axe	dunGeirmundsWarAxeIllusion	15	14
00013841	Imperial Bow	ImperialBow	90	8
000ABB1A	Imperial Bow of Arcing	EnchImperialBowShock02	32	8
000ABB1E	Imperial Bow of Binding	EnchImperialBowSoulTrap03	32	8
000ABB11	Imperial Bow of Burning	EnchImperialBowFire2	32	8
000ABB13	Imperial Bow of Chills	EnchImperialBowFrost01	32	8
000ABB0E	Imperial Bow of Cowardice	EnchImperialBowFear2	32	8
000ABB18	Imperial Bow of Diminishing	EnchImperialBowMagicka03	32	8
000ABB0D	Imperial Bow of Dismay	EnchImperialBowFear1	32	8
000ABB17	Imperial Bow of Draining	EnchImperialBowMagicka02	32	8
000ABB10	Imperial Bow of Embers	EnchImperialBowFire1	32	8
000ABB1F	Imperial Bow of Fatigue	EnchImperialBowStamina01	32	8
000ABB0F	Imperial Bow of Fear	EnchImperialBowFear3	32	8
000ABB14	Imperial Bow of Frost	EnchImperialBowFrost02	32	8
000ABB15	Imperial Bow of Ice	EnchImperialBowFrost03	32	8
000ABB16	Imperial Bow of Sapping	EnchImperialBowMagicka01	32	8
000ABB12	Imperial Bow of Scorching	EnchImperialBowFire3	32	8
000ABB1B	Imperial Bow of Shocks	EnchImperialBowShock03	32	8
000ABB1D	Imperial Bow of Soul Snares	EnchImperialBowSoulTrap02	32	8
000ABB1C	Imperial Bow of Souls	EnchImperialBowSoulTrap01	32	8
000ABB19	Imperial Bow of Sparks	EnchImperialBowShock01	32	8
000ABB21	Imperial Bow of Torpor	EnchImperialBowStamina03	32	8
000ABB20	Imperial Bow of Weariness	EnchImperialBowStamina02	32	8
000135B8	Imperial Sword	Imperialsword	23	10
000C3DEA	Imperial Sword of Arcing	EnchImperialSwordShock2	23	10
000C3DF9	Imperial Sword of Binding	EnchImperialSwordSoulTrap3	50	10
000C3DF3	Imperial Sword of Burning	EnchImperialSwordFire2	23	10
000C3DF1	Imperial Sword of Cold	EnchImperialSwordFrost1	23	10
000C3DF6	Imperial Sword of Cowardice	EnchImperialSwordFear2	50	10
000C3DEC	Imperial Sword of Diminishing	EnchImperialSwordMagicka3	50	10
000C3DF7	Imperial Sword of Dismay	EnchImperialSwordFear1	50	10
000C3DED	Imperial Sword of Draining	EnchImperialSwordMagicka2	50	10
000C3DF4	Imperial Sword of Embers	EnchImperialSwordFire1	23	10
000C3DFA	Imperial Sword of Fatigue	EnchImperialSwordStamina1	50	10
000C3DF5	Imperial Sword of Fear	EnchImperialSwordFear3	50	10
000C3DF0	Imperial Sword of Frost	EnchImperialSwordFrost2	23	10
000C3DEF	Imperial Sword of Ice	EnchImperialSwordFrost3	23	10
000C3DEE	Imperial Sword of Sapping	EnchImperialSwordMagicka1	50	10
000C3DF2	Imperial Sword of Scorching	EnchImperialSwordFire3	23	10
000C3DE9	Imperial Sword of Shocks	EnchImperialSwordShock3	23	10
000C3DF8	Imperial Sword of Soul Snares	EnchImperialSwordSoulTrap2	50	10
000C3DE8	Imperial Sword of Souls	EnchImperialSwordSoulTrap1	50	10
000C3DEB	Imperial Sword of Sparks	EnchImperialSwordShock1	23	10
000C3DFB	Imperial Sword of Torpor	EnchImperialSwordStamina3	50	10
000C3DE5	Imperial Sword of Weariness	EnchImperialSwordStamina2	50	10
0001397D	Iron Arrow	IronArrow	1	0
00013980	Iron Battleaxe	IronBattleaxe	55	20
000896C7	Iron Battleaxe of Arcing	EnchIronBattleaxeShock02	55	20
000896E9	Iron Battleaxe of Binding	EnchIronBattleaxeSoulTrap03	55	20
000896B2	Iron Battleaxe of Burning	EnchIronBattleaxeFire02	55	20
000896BA	Iron Battleaxe of Chills	EnchIronBattleaxeFrost01	55	20
00089709	Iron Battleaxe of Cowardice	EnchIronBattleaxeFear02	55	20
000896D4	Iron Battleaxe of Diminishing	EnchIronBattleaxeMagicka03	55	20
00089708	Iron Battleaxe of Dismay	EnchIronBattleaxeFear01	55	20
000896D3	Iron Battleaxe of Draining	EnchIronBattleaxeMagicka02	55	20
000896B0	Iron Battleaxe of Embers	EnchIronBattleaxeFire01	55	20
000896FC	Iron Battleaxe of Fatigue	EnchIronBattleaxeStamina01	55	20
0008970A	Iron Battleaxe of Fear	EnchIronBattleaxeFear03	55	20
000896BB	Iron Battleaxe of Frost	EnchIronBattleaxeFrost02	55	20
000896BC	Iron Battleaxe of Ice	EnchIronBattleaxeFrost03	55	20
000896D2	Iron Battleaxe of Sapping	EnchIronBattleaxeMagicka01	55	20
000896B3	Iron Battleaxe of Scorching	EnchIronBattleaxeFire03	55	20
000896C8	Iron Battleaxe of Shocks	EnchIronBattleaxeShock03	55	20
000896E8	Iron Battleaxe of Soul Snares	EnchIronBattleaxeSoulTrap02	55	20
000896E7	Iron Battleaxe of Souls	EnchIronBattleaxeSoulTrap01	55	20
000896C6	Iron Battleaxe of Sparks	EnchIronBattleaxeShock01	55	20
000896FE	Iron Battleaxe of Torpor	EnchIronBattleaxeStamina03	55	20
000896FD	Iron Battleaxe of Weariness	EnchIronBattleaxeStamina02	55	20
0001397E	Iron Dagger	IronDagger	10	2
000896CA	Iron Dagger of Arcing	EnchIronDaggerShock02	10	2
000896EC	Iron Dagger of Binding	EnchIronDaggerSoulTrap03	10	2
000896B4	Iron Dagger of Burning	EnchIronDaggerFire02	10	2
000896BD	Iron Dagger of Chills	EnchIronDaggerFrost01	10	2
0008970C	Iron Dagger of Cowardice	EnchIronDaggerFear02	10	2
000896D7	Iron Dagger of Diminishing	EnchIronDaggerMagicka03	10	2
0008970B	Iron Dagger of Dismay	EnchIronDaggerFear01	10	2
000896D6	Iron Dagger of Draining	EnchIronDaggerMagicka02	10	2
000896AE	Iron Dagger of Embers	EnchIronDaggerFire01	10	2
000896FF	Iron Dagger of Fatigue	EnchIronDaggerStamina01	10	2
0008970D	Iron Dagger of Fear	EnchIronDaggerFear03	10	2
000896BE	Iron Dagger of Frost	EnchIronDaggerFrost02	10	2
000896BF	Iron Dagger of Ice	EnchIronDaggerFrost03	10	2
000896D5	Iron Dagger of Sapping	EnchIronDaggerMagicka01	10	2
000896B5	Iron Dagger of Scorching	EnchIronDaggerFire03	10	2
000896CB	Iron Dagger of Shocks	EnchIronDaggerShock03	10	2
000896EB	Iron Dagger of Soul Snares	EnchIronDaggerSoulTrap02	10	2
000896EA	Iron Dagger of Souls	EnchIronDaggerSoulTrap01	10	2
000896C9	Iron Dagger of Sparks	EnchIronDaggerShock01	10	2
00089701	Iron Dagger of Torpor	EnchIronDaggerStamina03	10	2
00089700	Iron Dagger of Weariness	EnchIronDaggerStamina02	10	2
0001359D	Iron Greatsword	IronGreatsword	50	16
000896CD	Iron Greatsword of Arcing	EnchIronGreatswordShock02	50	16
000896EF	Iron Greatsword of Binding	EnchIronGreatswordSoulTrap03	50	16
000896B6	Iron Greatsword of Burning	EnchIronGreatswordFire02	50	16
000896C0	Iron Greatsword of Chills	EnchIronGreatswordFrost01	50	16
0008970F	Iron Greatsword of Cowardice	EnchIronGreatswordFear02	50	16
000896DA	Iron Greatsword of Diminishing	EnchIronGreatswordMagicka03	50	16
0008970E	Iron Greatsword of Dismay	EnchIronGreatswordFear01	50	16
000896D9	Iron Greatsword of Draining	EnchIronGreatswordMagicka02	50	16
000896AF	Iron Greatsword of Embers	EnchIronGreatswordFire01	50	16
00089702	Iron Greatsword of Fatigue	EnchIronGreatswordStamina01	50	16
00089710	Iron Greatsword of Fear	EnchIronGreatswordFear03	50	16
000896C1	Iron Greatsword of Frost	EnchIronGreatswordFrost02	50	16
000896C2	Iron Greatsword of Ice	EnchIronGreatswordFrost03	50	16
000896D8	Iron Greatsword of Sapping	EnchIronGreatswordMagicka01	50	16
000896B7	Iron Greatsword of Scorching	EnchIronGreatswordFire03	50	16
000896CE	Iron Greatsword of Shocks	EnchIronGreatswordShock03	50	16
000896EE	Iron Greatsword of Soul Snares	EnchIronGreatswordSoulTrap02	50	16
000896ED	Iron Greatsword of Souls	EnchIronGreatswordSoulTrap01	50	16
000896CC	Iron Greatsword of Sparks	EnchIronGreatswordShock01	50	16
00089704	Iron Greatsword of Torpor	EnchIronGreatswordStamina03	50	16
00089703	Iron Greatsword of Weariness	EnchIronGreatswordStamina02	50	16
00013982	Iron Mace	IronMace	35	13
0004B153	Iron Mace of Arcing	EnchIronMaceShock2	35	13
000896DF	Iron Mace of Binding	EnchIronMaceSoulTrap03	35	13
0004B14D	Iron Mace of Burning	EnchIronMaceFire02	35	13
0004B14F	Iron Mace of Chills	EnchIronMaceFrost01	35	13
00089712	Iron Mace of Cowardice	EnchIronMaceFear02	35	13
0005B473	Iron Mace of Diminishing	EnchIronMaceMagicka03	35	13
00089711	Iron Mace of Dismay	EnchIronMaceFear01	35	13
0005B472	Iron Mace of Draining	EnchIronMaceMagicka02	35	13
0004B14C	Iron Mace of Embers	EnchIronMaceFire01	35	13
0005B47A	Iron Mace of Fatigue	EnchIronMaceStamina01	35	13
00089713	Iron Mace of Fear	EnchIronMaceFear03	35	13
0004B150	Iron Mace of Frost	EnchIronMaceFrost02	35	13
0004B151	Iron Mace of Ice	EnchIronMaceFrost03	35	13
0005B471	Iron Mace of Sapping	EnchIronMaceMagicka01	35	13
0004B14E	Iron Mace of Scorching	EnchIronMaceFire03	35	13
0004B154	Iron Mace of Shocks	EnchIronMaceShock3	35	13
000896DE	Iron Mace of Soul Snares	EnchIronMaceSoulTrap02	35	13
0005D176	Iron Mace of Souls	EnchIronMaceSoulTrap01	35	13
0004B152	Iron Mace of Sparks	EnchIronMaceShock1	35	13
0005B47C	Iron Mace of Torpor	EnchIronMaceStamina03	35	13
0005B47B	Iron Mace of Weariness	EnchIronMaceStamina02	35	13
00012EB7	Iron Sword	IronSword	25	9
0004602D	Iron Sword of Arcing	EnchIronSwordShock02	25	9
000896E1	Iron Sword of Binding	EnchIronSwordSoulTrap03	25	9
00046004	Iron Sword of Burning	EnchIronSwordFire02	25	9
00046018	Iron Sword of Cold	EnchIronSwordFrost01	25	9
00089715	Iron Sword of Cowardice	EnchIronSwordFear02	25	9
0005B476	Iron Sword of Diminishing	EnchIronSwordMagicka03	25	9
00089714	Iron Sword of Dismay	EnchIronSwordFear01	25	9
0005B475	Iron Sword of Draining	EnchIronSwordMagicka02	25	9
00049BB8	Iron Sword of Embers	EnchIronSwordFire01	25	9
0005B47D	Iron Sword of Fatigue	EnchIronSwordStamina01	25	9
00089716	Iron Sword of Fear	EnchIronSwordFear03	25	9
0004602A	Iron Sword of Frost	EnchIronSwordFrost02	25	9
0004602B	Iron Sword of Ice	EnchIronSwordFrost03	25	9
0005B474	Iron Sword of Sapping	EnchIronSwordMagicka01	25	9
00046017	Iron Sword of Scorching	EnchIronSwordFire03	25	9
00046050	Iron Sword of Shocks	EnchIronSwordShock03	25	9
000896E0	Iron Sword of Soul Snares	EnchIronSwordSoulTrap02	25	9
0005D177	Iron Sword of Souls	EnchIronSwordSoulTrap01	25	9
0004602C	Iron Sword of Sparks	EnchIronSwordShock01	25	9
0005B47F	Iron Sword of Torpor	EnchIronSwordStamina03	25	9
0005B47E	Iron Sword of Weariness	EnchIronSwordStamina02	25	9
00013790	Iron War Axe	IronWarAxe	30	11
0004B15C	Iron War Axe of Arcing	EnchIronWarAxeShock02	30	11
000896E3	Iron War Axe of Binding	EnchIronWarAxeSoulTrap03	30	11
0004B156	Iron War Axe of Burning	EnchIronWarAxeFire02	30	11
0004B158	Iron War Axe of Cold	EnchIronWarAxeFrost01	30	11
00089718	Iron War Axe of Cowardice	EnchIronWarAxeFear02	30	11
0005B479	Iron War Axe of Diminishing	EnchIronWarAxeMagicka03	30	11
00089717	Iron War Axe of Dismay	EnchIronWarAxeFear01	30	11
0005B478	Iron War Axe of Draining	EnchIronWarAxeMagicka02	30	11
0004B155	Iron War Axe of Embers	EnchIronWarAxeFire01	30	11
0005B480	Iron War Axe of Fatigue	EnchIronWarAxeStamina01	30	11
00089719	Iron War Axe of Fear	EnchIronWarAxeFear03	30	11
0004B159	Iron War Axe of Frost	EnchIronWarAxeFrost02	30	11
0004B15A	Iron War Axe of Ice	EnchIronWarAxeFrost03	30	11
0005B477	Iron War Axe of Sapping	EnchIronWarAxeMagicka01	30	11
0004B157	Iron War Axe of Scorching	EnchIronWarAxeFire03	30	11
0004B15D	Iron War Axe of Shocks	EnchIronWarAxeShock03	30	11
000896E2	Iron War Axe of Soul Snares	EnchIronWarAxeSoulTrap02	30	11
0005D178	Iron War Axe of Souls	EnchIronWarAxeSoulTrap01	30	11
0004B15B	Iron War Axe of Sparks	EnchIronWarAxeShock01	30	11
0005B482	Iron War Axe of Torpor	EnchIronWarAxeStamina03	30	11
0005B481	Iron War Axe of Weariness	EnchIronWarAxeStamina02	30	11
00013981	Iron Warhammer	IronWarhammer	60	24
000896D0	Iron Warhammer of Arcing	EnchIronWarhammerShock02	60	24
000896E6	Iron Warhammer of Binding	EnchIronWarhammerSoulTrap03	60	24
000896B8	Iron Warhammer of Burning	EnchIronWarhammerFire02	60	24
000896C3	Iron Warhammer of Chills	EnchIronWarhammerFrost01	60	24
0008971B	Iron Warhammer of Cowardice	EnchIronWarhammerFear02	60	24
000896DD	Iron Warhammer of Diminishing	EnchIronWarhammerMagicka03	60	24
0008971A	Iron Warhammer of Dismay	EnchIronWarhammerFear01	60	24
000896DC	Iron Warhammer of Draining	EnchIronWarhammerMagicka02	60	24
000896B1	Iron Warhammer of Embers	EnchIronWarhammerFire01	60	24
00089705	Iron Warhammer of Fatigue	EnchIronWarhammerStamina01	60	24
0008971C	Iron Warhammer of Fear	EnchIronWarhammerFear03	60	24
000896C4	Iron Warhammer of Frost	EnchIronWarhammerFrost02	60	24
000896C5	Iron Warhammer of Ice	EnchIronWarhammerFrost03	60	24
000896DB	Iron Warhammer of Sapping	EnchIronWarhammerMagicka01	60	24
000896B9	Iron Warhammer of Scorching	EnchIronWarhammerFire03	60	24
000896D1	Iron Warhammer of Shocks	EnchIronWarhammerShock03	60	24
000896E5	Iron Warhammer of Soul Snares	EnchIronWarhammerSoulTrap02	60	24
000896E4	Iron Warhammer of Souls	EnchIronWarhammerSoulTrap01	60	24
000896CF	Iron Warhammer of Sparks	EnchIronWarhammerShock01	60	24
00089707	Iron Warhammer of Torpor	EnchIronWarhammerStamina03	60	24
00089706	Iron Warhammer of Weariness	EnchIronWarhammerStamina02	60	24
000D0758	Kahvozein's Fang	MGRitual05Dagger	9	5
000DEED8	Karliah's Bow	NightingaleBowNPC	5	9
0010F9C6	Keening	MGRKeeningNonPlayable	5	4
0006A13C	Keening	MGRKeening	5	4
0001F25A	Knife	weapBasicKnife01	1	0.5
0003B562	Long Bow	LongBow	30	5
0003B0C1	Lunar Iron Mace	dunSilentMoonsEnchIronMace03	35	13
0003B0C0	Lunar Iron Mace	dunSilentMoonsEnchIronMace02	35	13
0003B0BF	Lunar Iron Mace	dunSilentMoonsEnchIronMace01	35	13
0003B0C4	Lunar Iron Sword	dunSilentMoonsEnchIronSword03	25	9
0003B0C3	Lunar Iron Sword	dunSilentMoonsEnchIronSword02	25	9
0003B0C2	Lunar Iron Sword	dunSilentMoonsEnchIronSword01	25	9
0003B0C7	Lunar Iron War Axe	dunSilentMoonsEnchIronWarAxe03	30	11
0003B0C6	Lunar Iron War Axe	dunSilentMoonsEnchIronWarAxe02	30	11
0003B0C5	Lunar Iron War Axe	dunSilentMoonsEnchIronWarAxe01	30	11
0003B0BC	Lunar Steel Mace	dunSilentMoonsEnchSteelMace03	65	14
0003B0B9	Lunar Steel Mace	dunSilentMoonsEnchSteelMace02	65	14
0003B0B6	Lunar Steel Mace	dunSilentMoonsEnchSteelMace01	65	14
0003B0BD	Lunar Steel Sword	dunSilentMoonsEnchSteelSword03	5	10
0003B0BA	Lunar Steel Sword	dunSilentMoonsEnchSteelSword02	5	10
0003B0B7	Lunar Steel Sword	dunSilentMoonsEnchSteelSword01	5	10
0003B0BE	Lunar Steel War Axe	dunSilentMoonsEnchSteelWarAxe03	55	12
0003B0BB	Lunar Steel War Axe	dunSilentMoonsEnchSteelWarAxe02	55	12
0003B0B8	Lunar Steel War Axe	dunSilentMoonsEnchSteelWarAxe01	55	12
000233E3	Mace of Molag Bal	DA10MaceofMolagBal	210	18
000240D2	Mehrunes' Razor	DA07MehrunesRazor	500	3
00029B94	Minor Staff of Turning	StaffTurnLesserUndead	5	8
04029A61	Miraak's Staff	DLC2MiraakStaff	25	8
0403C0F8	Miraak's Staff	DLC2MKMiraakFightStaff1	25	8
0403C0FE	Miraak's Staff	DLC2MKMiraakFightStaff2	25	8
0403C0FF	Miraak's Staff	DLC2MKMiraakFightStaff3	25	8
0403C100	Miraak's Staff	DLC2MKMiraakFightStaff4	25	8
0403C101	Miraak's Staff	DLC2MKMiraakFightStaff5	25	8
0403C102	Miraak's Staff	DLC2MKMiraakFightStaff6	25	8
04039FA6	Miraak's Staff	DLC2MKMiraakStaff1	750	8
04039FAC	Miraak's Staff	DLC2MKMiraakStaff2	850	8
04039FAD	Miraak's Staff	DLC2MKMiraakStaff3	950	8
0403A3D4	Miraak's Staff	DLC2MKMiraakStaffTentacles1	25	8
0403C0EB	Miraak's Sword	DLC2MKMiraakFightSword1	56	3
0403C0EC	Miraak's Sword	DLC2MKMiraakFightSword2	56	3
0403C0ED	Miraak's Sword	DLC2MKMiraakFightSword3	56	3
0403C0EE	Miraak's Sword	DLC2MKMiraakFightSword4	56	3
0403C0EF	Miraak's Sword	DLC2MKMiraakFightSword5	56	3
0403C0F0	Miraak's Sword	DLC2MKMiraakFightSword6	56	3
040397F6	Miraak's Sword	DLC2MKMiraakSword1	410	3
04039FB1	Miraak's Sword	DLC2MKMiraakSword2	720	3
04039FB4	Miraak's Sword	DLC2MKMiraakSword3	1250	3
000284F5	Necromantic Staff	MS06Staff	5	8
0001C492	Nettlebane	T03Nettlebane	5	10
0007A917	Nightingale Blade	NightingaleBlade01	135	11
000F6524	Nightingale Blade	NightingaleBlade02	235	12
000F6525	Nightingale Blade	NightingaleBlade03	410	13
000F6526	Nightingale Blade	NightingaleBlade04	720	14
000F6527	Nightingale Blade	NightingaleBlade05	1250	15
000DEED7	Nightingale Blade	NightingaleBladeNPC	5	10
0007E5C3	Nightingale Bow	NightingaleBow01	270	9
000F6529	Nightingale Bow	NightingaleBow02	470	11
000F652A	Nightingale Bow	NightingaleBow03	820	13
000F652B	Nightingale Bow	NightingaleBow04	1440	15
000F652C	Nightingale Bow	NightingaleBow05	2500	18
000EAFDF	Nord Hero Arrow	NordHeroArrow	5	0
00068C79	Nord Hero Battle Axe	NordHeroBattleAxe	300	20
00068C57	Nord Hero Bow	NordHeroBow	200	7
000A3115	Nord Hero Greatsword	NordHeroGreatsword	250	16
00068C7B	Nord Hero Sword	NordHeroSword	135	9
00068C63	Nord Hero War Axe	NordHeroWarAxe	165	11
0401CDAD	Nordic Battleaxe	DLC2NordicBattleaxe	650	23
04028379	Nordic Battleaxe of Animus	DLC2EnchNordicBattleaxeSoulTrap04	520	23
0402838D	Nordic Battleaxe of Banishing	DLC2EnchNordicBattleaxeBanish04	520	23
0402837A	Nordic Battleaxe of Binding	DLC2EnchNordicBattleaxeSoulTrap03	520	23
04028383	Nordic Battleaxe of Blizzards	DLC2EnchNordicBattleaxeFrost05	520	23
0402C473	Nordic Battleaxe of Chaos	DLC2EnchNordicBattleaxeChaos03	520	23
04028396	Nordic Battleaxe of Consuming	DLC2EnchNordicBattleaxeAbsorbH03	520	23
04028376	Nordic Battleaxe of Debilitation	DLC2EnchNordicBattleaxeStamina04	520	23
04028381	Nordic Battleaxe of Depleting	DLC2EnchNordicBattleaxeMagicka04	520	23
0402838A	Nordic Battleaxe of Despair	DLC2EnchNordicBattleaxeFear04	520	23
04028395	Nordic Battleaxe of Devouring	DLC2EnchNordicBattleaxeAbsorbH04	520	23
04028382	Nordic Battleaxe of Diminishing	DLC2EnchNordicBattleaxeMagicka03	520	23
04028389	Nordic Battleaxe of Dread	DLC2EnchNordicBattleaxeFear05	520	23
04028380	Nordic Battleaxe of Enervating	DLC2EnchNordicBattleaxeMagicka05	520	23
04028391	Nordic Battleaxe of Evoking	DLC2EnchNordicBattleaxeAbsorbM05	520	23
0402838C	Nordic Battleaxe of Expelling	DLC2EnchNordicBattleaxeBanish05	520	23
0402C475	Nordic Battleaxe of Extreme Chaos	DLC2EnchNordicBattleaxeChaos05	520	23
0402838B	Nordic Battleaxe of Fear	DLC2EnchNordicBattleaxeFear03	520	23
04028387	Nordic Battleaxe of Fire	DLC2EnchNordicBattleaxeFire04	520	23
04028384	Nordic Battleaxe of Freezing	DLC2EnchNordicBattleaxeFrost04	520	23
0402838E	Nordic Battleaxe of Garnering	DLC2EnchNordicBattleaxeAbsorbS05	520	23
04028393	Nordic Battleaxe of Harrowing	DLC2EnchNordicBattleaxeAbsorbM03	520	23
0402838F	Nordic Battleaxe of Harvesting	DLC2EnchNordicBattleaxeAbsorbS04	520	23
0402C474	Nordic Battleaxe of High Chaos	DLC2EnchNordicBattleaxeChaos04	520	23
04028385	Nordic Battleaxe of Ice	DLC2EnchNordicBattleaxeFrost03	520	23
